name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Frost_Nixon,2008,R,2h 2min,Biography; Drama; History;,23 January 2009,7.7,100750,265,https://www.imdb.com/title/tt0870111/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Frost_Nixon (2008) - Rating: 7.7
All the President's Men,1976,PG,2h 18min,Biography; Drama; History;,9 April 1976,8.0,98972,243,https://www.imdb.com/title/tt0074119/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),All the President's Men (1976) - Rating: 8.0
Marie Antoinette,2006,PG-13,2h 3min,Biography; Drama; History;,20 October 2006,6.4,97923,666,https://www.imdb.com/title/tt0422720/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Marie Antoinette (2006) - Rating: 6.4
The Good Shepherd,2006,R,2h 47min,Drama; History; Thriller;,22 December 2006,6.7,96881,509,https://www.imdb.com/title/tt0343737/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),The Good Shepherd (2006) - Rating: 6.7
United 93,2006,R,1h 51min,Drama; History; Sci-Fi;,28 April 2006,7.5,96591,862,https://www.imdb.com/title/tt0475276/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),United 93 (2006) - Rating: 7.5
Silence,2016,R,2h 41min,Drama; History;,13 January 2017,7.2,96094,431,https://www.imdb.com/title/tt0490215/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Silence (2016) - Rating: 7.2
"Good Night, and Good Luck.",2005,PG,1h 33min,Biography; Drama; History;,4 November 2005,7.4,92714,542,https://www.imdb.com/title/tt0433383/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),"Good Night, and Good Luck. (2005) - Rating: 7.4"
The Last Emperor,1987,PG-13,2h 43min,Biography; Drama; History;,15 April 1988,7.7,91046,170,https://www.imdb.com/title/tt0093389/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),The Last Emperor (1987) - Rating: 7.7
Elizabeth,1998,R,2h 4min,Biography; Drama; History;,19 February 1999,7.4,90737,431,https://www.imdb.com/title/tt0127536/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Elizabeth (1998) - Rating: 7.4
Mississippi Burning,1988,R,2h 8min,Crime; Drama; History;,27 January 1989,7.8,84598,209,https://www.imdb.com/title/tt0095647/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Mississippi Burning (1988) - Rating: 7.8
The Grapes of Wrath,1940,Passed,2h 9min,Drama; History;,15 March 1940,8.0,84223,338,https://www.imdb.com/title/tt0032551/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Grapes of Wrath (1940) - Rating: 8.0
Selma,2014,PG-13,2h 8min,Biography; Drama; History;,9 January 2015,7.5,83285,264,https://www.imdb.com/title/tt1020072/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Selma (2014) - Rating: 7.5
Malcolm X,1992,PG-13,3h 22min,Biography; Drama; History;,18 November 1992,7.7,82521,183,https://www.imdb.com/title/tt0104797/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Malcolm X (1992) - Rating: 7.7
The New World,2005,PG-13,2h 15min,Biography; Drama; History;,20 January 2006,6.7,81466,721,https://www.imdb.com/title/tt0402399/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),The New World (2005) - Rating: 6.7
The Death of Stalin,2017,R,1h 47min,Comedy; Drama; History;,9 March 2018,7.2,80253,327,https://www.imdb.com/title/tt4686844/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Death of Stalin (2017) - Rating: 7.2
Centurion,2010,R,1h 37min,Action; Drama; History;,30 July 2010,6.4,76569,234,https://www.imdb.com/title/tt1020558/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Centurion (2010) - Rating: 6.4
The Duchess,2008,PG-13,1h 50min,Biography; Drama; History;,10 October 2008,6.9,76558,157,https://www.imdb.com/title/tt0864761/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Duchess (2008) - Rating: 6.9
World Trade Center,2006,PG-13,2h 9min,Drama; Fantasy; History;,9 August 2006,5.9,76405,580,https://www.imdb.com/title/tt0469641/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.9 (Medium),World Trade Center (2006) - Rating: 5.9
The King,2019,R,2h 20min,Biography; Drama; History;,1 November 2019,7.2,76205,684,https://www.imdb.com/title/tt7984766/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The King (2019) - Rating: 7.2
The Lost City of Z,2016,PG-13,2h 21min,Biography; Drama; History;,21 April 2017,6.6,75131,251,https://www.imdb.com/title/tt1212428/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),The Lost City of Z (2016) - Rating: 6.6
Jackie,2016,R,1h 40min,Biography; Drama; History;,2 December 2016,6.7,70888,320,https://www.imdb.com/title/tt1619029/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Jackie (2016) - Rating: 6.7
The Water Diviner,2014,R,1h 51min,Drama; History; War;,17 April 2015,7.0,69915,223,https://www.imdb.com/title/tt3007512/reviews/_ajax?ref_=undefined&paginationKey=,India,Medium,7.0 (Medium),The Water Diviner (2014) - Rating: 7.0
Amistad,1997,R,2h 35min,Biography; Drama; History;,25 December 1997,7.3,69328,240,https://www.imdb.com/title/tt0118607/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Amistad (1997) - Rating: 7.3
The White Ribbon,2009,R,2h 24min,Drama; History; Mystery;,5 March 2010,7.8,66893,212,https://www.imdb.com/title/tt1149362/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The White Ribbon (2009) - Rating: 7.8
Elizabeth: The Golden Age,2007,PG-13,1h 54min,Biography; Drama; History;,12 October 2007,6.8,65530,237,https://www.imdb.com/title/tt0414055/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Elizabeth: The Golden Age (2007) - Rating: 6.8
Seabiscuit,2003,PG-13,2h 20min,Drama; History; Sport;,25 July 2003,7.3,65166,468,https://www.imdb.com/title/tt0329575/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Seabiscuit (2003) - Rating: 7.3
Child 44,2015,R,2h 17min,Crime; Drama; History;,9 May 2016,6.5,63768,267,https://www.imdb.com/title/tt1014763/reviews/_ajax?ref_=undefined&paginationKey=,India,Medium,6.5 (Medium),Child 44 (2015) - Rating: 6.5
12 Strong,2018,R,2h 10min,Action; Drama; History;,19 January 2018,6.6,63442,371,https://www.imdb.com/title/tt1413492/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),12 Strong (2018) - Rating: 6.6
Quiz Show,1994,PG-13,2h 13min,Biography; Drama; History;,7 October 1994,7.5,63232,177,https://www.imdb.com/title/tt0110932/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Quiz Show (1994) - Rating: 7.5
The Finest Hours,2016,PG-13,1h 57min,Action; Drama; History;,29 January 2016,6.8,59961,199,https://www.imdb.com/title/tt2025690/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),The Finest Hours (2016) - Rating: 6.8
K-19: The Widowmaker,2002,PG-13,2h 18min,Drama; History; Thriller;,19 July 2002,6.7,58258,291,https://www.imdb.com/title/tt0267626/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),K-19: The Widowmaker (2002) - Rating: 6.7
The Young Victoria,2009,PG,1h 45min,Biography; Drama; History;,8 January 2010,7.3,56451,108,https://www.imdb.com/title/tt0962736/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),The Young Victoria (2009) - Rating: 7.3
Conquest 1453,2012,Not Rated,2h 42min,Action; Drama; History;,25 April 2012,6.7,56021,154,https://www.imdb.com/title/tt1783232/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Conquest 1453 (2012) - Rating: 6.7
The Mission,1986,PG,2h 5min,Adventure; Drama; History;,31 October 1986,7.4,54283,214,https://www.imdb.com/title/tt0091530/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),The Mission (1986) - Rating: 7.4
Thirteen Days,2000,PG-13,2h 25min,Drama; History; Thriller;,12 January 2001,7.3,52807,337,https://www.imdb.com/title/tt0146309/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Thirteen Days (2000) - Rating: 7.3
Woman in Gold,2015,PG-13,1h 49min,Biography; Drama; History;,10 April 2015,7.3,52175,191,https://www.imdb.com/title/tt2404425/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Woman in Gold (2015) - Rating: 7.3
Macbeth,2015,R,1h 53min,Drama; History; War;,11 December 2015,6.6,51643,219,https://www.imdb.com/title/tt2884018/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Macbeth (2015) - Rating: 6.6
Battleship Potemkin,1925,Not Rated,1h 6min,Drama; History; Thriller;,24 December 1925,8.0,51403,208,https://www.imdb.com/title/tt0015648/reviews/_ajax?ref_=undefined&paginationKey=,Soviet Union,High,8.0 (High),Battleship Potemkin (1925) - Rating: 8.0
Airlift,2016,Not Rated,2h 10min,Drama; History;,22 January 2016,8.0,51394,208,https://www.imdb.com/title/tt4387040/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Airlift (2016) - Rating: 8.0
The Longest Day,1962,G,2h 58min,Action; Drama; History;,4 October 1962,7.8,51178,234,https://www.imdb.com/title/tt0056197/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Longest Day (1962) - Rating: 7.8
Midway,2019,PG-13,2h 18min,Action; Drama; History;,8 November 2019,6.7,50395,854,https://www.imdb.com/title/tt6924650/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Midway (2019) - Rating: 6.7
A Bridge Too Far,1977,PG,2h 55min,Drama; History; War;,15 June 1977,7.4,50195,248,https://www.imdb.com/title/tt0075784/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),A Bridge Too Far (1977) - Rating: 7.4
The Killing Fields,1984,R,2h 21min,Biography; Drama; History;,1 February 1985,7.8,50036,206,https://www.imdb.com/title/tt0087553/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Killing Fields (1984) - Rating: 7.8
The Flowers of War,2011,R,2h 26min,Drama; History; Romance;,16 December 2011,7.6,48360,162,https://www.imdb.com/title/tt1410063/reviews/_ajax?ref_=undefined&paginationKey=,China,Medium,7.6 (Medium),The Flowers of War (2011) - Rating: 7.6
Hotel Mumbai,2018,R,2h 3min,Action; Drama; History;,29 March 2019,7.6,47726,393,https://www.imdb.com/title/tt5461944/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Hotel Mumbai (2018) - Rating: 7.6
Miracle,2004,PG,2h 15min,Biography; Drama; History;,6 February 2004,7.5,46453,315,https://www.imdb.com/title/tt0349825/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Miracle (2004) - Rating: 7.5
Detroit,2017,R,2h 23min,Crime; Drama; History;,4 August 2017,7.3,45804,202,https://www.imdb.com/title/tt5390504/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Detroit (2017) - Rating: 7.3
The Passion of Joan of Arc,1928,Passed,1h 54min,Biography; Drama; History;,25 October 1928,8.1,45200,192,https://www.imdb.com/title/tt0019254/reviews/_ajax?ref_=undefined&paginationKey=,France,High,8.1 (High),The Passion of Joan of Arc (1928) - Rating: 8.1
Cold War,2018,R,1h 29min,Drama; History; Music;,8 June 2018,7.6,44833,195,https://www.imdb.com/title/tt6543652/reviews/_ajax?ref_=undefined&paginationKey=,Poland,Medium,7.6 (Medium),Cold War (2018) - Rating: 7.6
Alien,1979,R,1h 57min,Horror; Sci-Fi;,22 June 1979,8.4,762793,1423,https://www.imdb.com/title/tt0078748/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Alien (1979) - Rating: 8.4
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller;,8 September 1960,8.5,580951,1263,https://www.imdb.com/title/tt0054215/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Psycho (1960) - Rating: 8.5
Shaun of the Dead,2004,R,1h 39min,Comedy; Horror;,24 September 2004,7.9,499244,971,https://www.imdb.com/title/tt0365748/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Shaun of the Dead (2004) - Rating: 7.9
Get Out,2017,R,1h 44min,Horror; Mystery; Thriller;,24 February 2017,7.7,465577,1566,https://www.imdb.com/title/tt5052448/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Get Out (2017) - Rating: 7.7
It,2017,R,2h 15min,Horror;,8 September 2017,7.3,437678,1914,https://www.imdb.com/title/tt1396484/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),It (2017) - Rating: 7.3
The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller;,19 July 2013,7.5,427067,1054,https://www.imdb.com/title/tt1457767/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),The Conjuring (2013) - Rating: 7.5
Split,2016,PG-13,1h 57min,Horror; Thriller;,20 January 2017,7.3,404539,986,https://www.imdb.com/title/tt4972582/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Split (2016) - Rating: 7.3
A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi;,6 April 2018,7.5,385782,2882,https://www.imdb.com/title/tt6644200/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),A Quiet Place (2018) - Rating: 7.5
Saw,2004,R,1h 43min,Horror; Mystery;,29 October 2004,7.6,369825,1612,https://www.imdb.com/title/tt0387564/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Saw (2004) - Rating: 7.6
28 Days Later...,2002,R,1h 53min,Drama; Horror; Sci-Fi;,27 June 2003,7.6,367391,1513,https://www.imdb.com/title/tt0289043/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),28 Days Later... (2002) - Rating: 7.6
Cloverfield,2008,PG-13,1h 25min,Action; Adventure; Horror;,18 January 2008,7.0,365910,2336,https://www.imdb.com/title/tt1060277/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Cloverfield (2008) - Rating: 7.0
The Cabin in the Woods,2011,R,1h 35min,Horror;,13 April 2012,7.0,363506,1190,https://www.imdb.com/title/tt1259521/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),The Cabin in the Woods (2011) - Rating: 7.0
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi;,25 June 1982,8.1,356786,1095,https://www.imdb.com/title/tt0084787/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Thing (1982) - Rating: 8.1
The Exorcist,1973,R,2h 2min,Horror;,26 December 1973,8.0,352076,1220,https://www.imdb.com/title/tt0070047/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Exorcist (1973) - Rating: 8.0
Sweeney Todd: The Demon Barber of Fleet Street,2007,R,1h 56min,Drama; Horror;,21 December 2007,7.3,335791,832,https://www.imdb.com/title/tt0408236/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Sweeney Todd: The Demon Barber of Fleet Street (2007) - Rating: 7.3
The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller;,10 August 2001,7.6,328624,1147,https://www.imdb.com/title/tt0230600/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Others (2001) - Rating: 7.6
The Ring,2002,PG-13,1h 55min,Horror; Mystery;,18 October 2002,7.1,313252,1666,https://www.imdb.com/title/tt0298130/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),The Ring (2002) - Rating: 7.1
Interview with the Vampire: The Vampire Chronicles,1994,R,2h 3min,Drama; Horror;,11 November 1994,7.6,287602,462,https://www.imdb.com/title/tt0110148/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Interview with the Vampire: The Vampire Chronicles (1994) - Rating: 7.6
10 Cloverfield Lane,2016,PG-13,1h 43min,Drama; Horror; Mystery;,11 March 2016,7.2,280919,752,https://www.imdb.com/title/tt1179933/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),10 Cloverfield Lane (2016) - Rating: 7.2
Scream,1996,R,1h 51min,Horror; Mystery;,20 December 1996,7.2,276753,969,https://www.imdb.com/title/tt0117571/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Scream (1996) - Rating: 7.2
The Mist,2007,R,2h 6min,Horror; Sci-Fi;,21 November 2007,7.1,274365,1184,https://www.imdb.com/title/tt0884328/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),The Mist (2007) - Rating: 7.1
Alien 3,1992,R,1h 54min,Action; Horror; Sci-Fi;,22 May 1992,6.5,269938,903,https://www.imdb.com/title/tt0103644/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Alien 3 (1992) - Rating: 6.5
Insidious,2010,PG-13,1h 43min,Horror; Mystery; Thriller;,1 April 2011,6.8,269839,885,https://www.imdb.com/title/tt1591095/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Insidious (2010) - Rating: 6.8
Annihilation,2018,R,1h 55min,Adventure; Drama; Horror;,23 February 2018,6.9,267574,1909,https://www.imdb.com/title/tt2798920/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Annihilation (2018) - Rating: 6.9
Bird Box,2018,R,2h 4min,Drama; Horror; Sci-Fi;,21 December 2018,6.6,262311,2765,https://www.imdb.com/title/tt2737304/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Bird Box (2018) - Rating: 6.6
28 Weeks Later,2007,R,1h 40min,Horror; Sci-Fi;,11 May 2007,7.0,253591,789,https://www.imdb.com/title/tt0463854/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),28 Weeks Later (2007) - Rating: 7.0
Alien: Covenant,2017,R,2h 2min,Horror; Sci-Fi; Thriller;,19 May 2017,6.4,245959,2058,https://www.imdb.com/title/tt2316204/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Alien: Covenant (2017) - Rating: 6.4
Resident Evil,2002,R,1h 40min,Action; Horror; Sci-Fi;,15 March 2002,6.7,242106,1175,https://www.imdb.com/title/tt0120804/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Resident Evil (2002) - Rating: 6.7
Blade,1998,R,2h,Action; Horror; Sci-Fi;,21 August 1998,7.1,238439,631,https://www.imdb.com/title/tt0120611/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Blade (1998) - Rating: 7.1
Dawn of the Dead,2004,R,1h 41min,Action; Horror;,19 March 2004,7.3,229395,1102,https://www.imdb.com/title/tt0363547/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Dawn of the Dead (2004) - Rating: 7.3
Saw II,2005,R,1h 33min,Horror; Mystery;,28 October 2005,6.6,227842,885,https://www.imdb.com/title/tt0432348/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Saw II (2005) - Rating: 6.6
The Blair Witch Project,1999,R,1h 21min,Horror; Mystery;,30 July 1999,6.5,226133,3515,https://www.imdb.com/title/tt0185937/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),The Blair Witch Project (1999) - Rating: 6.5
Final Destination,2000,R,1h 38min,Horror; Thriller;,17 March 2000,6.7,223423,727,https://www.imdb.com/title/tt0195714/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Final Destination (2000) - Rating: 6.7
Alien: Resurrection,1997,R,1h 49min,Action; Horror; Sci-Fi;,26 November 1997,6.2,222998,726,https://www.imdb.com/title/tt0118583/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Alien: Resurrection (1997) - Rating: 6.2
Pitch Black,2000,R,1h 49min,Action; Horror; Sci-Fi;,18 February 2000,7.1,221434,825,https://www.imdb.com/title/tt0134847/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Pitch Black (2000) - Rating: 7.1
Halloween,1978,R,1h 31min,Horror; Thriller;,27 October 1978,7.8,220718,1434,https://www.imdb.com/title/tt0077651/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Halloween (1978) - Rating: 7.8
Paranormal Activity,2007,R,1h 26min,Horror; Mystery; Thriller;,16 October 2009,6.3,216058,1262,https://www.imdb.com/title/tt1179904/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Paranormal Activity (2007) - Rating: 6.3
The Conjuring 2,2016,R,2h 14min,Horror; Mystery; Thriller;,10 June 2016,7.3,215863,548,https://www.imdb.com/title/tt3065204/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),The Conjuring 2 (2016) - Rating: 7.3
Warm Bodies,2013,PG-13,1h 38min,Comedy; Horror; Romance;,1 February 2013,6.9,215658,378,https://www.imdb.com/title/tt1588173/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Warm Bodies (2013) - Rating: 6.9
Hereditary,2018,R,2h 7min,Drama; Horror; Mystery;,8 June 2018,7.3,214947,3086,https://www.imdb.com/title/tt7784604/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Hereditary (2018) - Rating: 7.3
Sinister,2012,R,1h 50min,Horror; Mystery; Thriller;,12 October 2012,6.8,212002,667,https://www.imdb.com/title/tt1922777/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Sinister (2012) - Rating: 6.8
Silent Hill,2006,R,2h 5min,Horror;,21 April 2006,6.5,210033,1796,https://www.imdb.com/title/tt0384537/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Silent Hill (2006) - Rating: 6.5
Don't Breathe,2016,R,1h 28min,Crime; Horror; Thriller;,26 August 2016,7.1,209689,639,https://www.imdb.com/title/tt4160708/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Don't Breathe (2016) - Rating: 7.1
Us,2019,R,1h 56min,Horror; Mystery; Thriller;,22 March 2019,6.9,204733,3049,https://www.imdb.com/title/tt6857112/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Us (2019) - Rating: 6.9
It Follows,2014,R,1h 40min,Horror; Mystery; Thriller;,13 March 2015,6.8,201008,997,https://www.imdb.com/title/tt3235888/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),It Follows (2014) - Rating: 6.8
Life,2017,R,1h 44min,Horror; Sci-Fi; Thriller;,24 March 2017,6.6,199775,1042,https://www.imdb.com/title/tt5442430/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Life (2017) - Rating: 6.6
A Nightmare on Elm Street,1984,R,1h 31min,Horror;,16 November 1984,7.5,198628,784,https://www.imdb.com/title/tt0087800/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),A Nightmare on Elm Street (1984) - Rating: 7.5
The Purge,2013,R,1h 25min,Horror; Thriller;,7 June 2013,5.7,197141,736,https://www.imdb.com/title/tt2184339/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.7 (Medium),The Purge (2013) - Rating: 5.7
The Descent,2005,R,1h 39min,Adventure; Horror; Thriller;,4 August 2006,7.2,195614,1226,https://www.imdb.com/title/tt0435625/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Descent (2005) - Rating: 7.2
Blade II,2002,R,1h 57min,Action; Fantasy; Horror;,22 March 2002,6.7,195387,574,https://www.imdb.com/title/tt0187738/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Blade II (2002) - Rating: 6.7
Hansel & Gretel: Witch Hunters,2013,R,1h 28min,Action; Fantasy; Horror;,25 January 2013,6.1,191273,345,https://www.imdb.com/title/tt1428538/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.1 (Medium),Hansel & Gretel: Witch Hunters (2013) - Rating: 6.1
Gremlins,1984,PG,1h 46min,Comedy; Fantasy; Horror;,8 June 1984,7.3,190570,318,https://www.imdb.com/title/tt0087363/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Gremlins (1984) - Rating: 7.3
The Babadook,2014,Not Rated,1h 34min,Drama; Horror;,28 November 2014,6.8,188571,847,https://www.imdb.com/title/tt2321549/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),The Babadook (2014) - Rating: 6.8
Orphan,2009,R,2h 3min,Horror; Mystery; Thriller;,24 July 2009,6.9,186072,489,https://www.imdb.com/title/tt1148204/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Orphan (2009) - Rating: 6.9
The Witch,2015,R,1h 32min,Drama; Horror; Mystery;,19 February 2016,6.9,185878,982,https://www.imdb.com/title/tt4263482/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Witch (2015) - Rating: 6.9
Bram Stoker's Dracula,1992,R,2h 8min,Horror;,13 November 1992,7.4,185695,744,https://www.imdb.com/title/tt0103874/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Bram Stoker's Dracula (1992) - Rating: 7.4
Rosemary's Baby,1968,R,2h 17min,Drama; Horror;,17 October 1968,8.0,185587,557,https://www.imdb.com/title/tt0063522/reviews/_ajax?ref_=undefined&paginationKey=,France,High,8.0 (High),Rosemary's Baby (1968) - Rating: 8.0
Drag Me to Hell,2009,PG-13,1h 39min,Horror; Thriller;,29 May 2009,6.5,184255,782,https://www.imdb.com/title/tt1127180/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Drag Me to Hell (2009) - Rating: 6.5
It Chapter Two,2019,R,2h 49min,Drama; Fantasy; Horror;,6 September 2019,6.6,183539,2182,https://www.imdb.com/title/tt7349950/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),It Chapter Two (2019) - Rating: 6.6
Resident Evil: Apocalypse,2004,R,1h 34min,Action; Horror; Sci-Fi;,10 September 2004,6.2,182625,695,https://www.imdb.com/title/tt0318627/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Resident Evil: Apocalypse (2004) - Rating: 6.2
Mother!,2017,R,2h 1min,Drama; Horror; Mystery;,15 September 2017,6.6,182167,2074,https://www.imdb.com/title/tt5109784/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Mother! (2017) - Rating: 6.6
